mnemonic,total_residents,residents_10,InActive_sick,Foreman,Skilled,Semi_skilled,Unskilled,Total_employed,Manufacturing,Well_Edu,Disabled,total_persons,poor_health
E00046759,215,NA,21,NA,24,12,25,129,26,84,76,317,39
E00046760,249,NA,15,NA,22,23,24,170,40,105,58,324,36
E00046761,193,NA,10,NA,14,17,24,130,31,81,60,281,34
E00046762,223,NA,13,NA,19,16,17,148,28,93,59,313,32
E00046763,304,NA,14,NA,34,26,18,225,43,147,52,380,37
E00046764,225,NA,13,NA,23,22,14,153,29,104,56,321,28
E00046765,238,NA,9,NA,28,23,21,156,34,82,65,325,30
E00046766,200,NA,11,NA,20,18,20,136,32,90,49,295,31
E00046767,202,NA,4,NA,19,18,15,144,30,94,48,270,19
E00046768,154,NA,7,NA,7,18,5,92,16,51,69,221,36
E00046769,213,NA,13,NA,18,20,20,134,31,79,57,300,32
E00046770,194,NA,14,NA,21,10,18,119,25,83,48,250,23
E00046771,226,NA,9,NA,24,23,14,154,38,89,44,289,20
E00046772,235,NA,5,NA,25,23,21,164,39,125,50,315,23
E00046773,160,NA,8,NA,15,12,12,103,21,69,79,228,35
E00046774,220,NA,10,NA,24,16,14,143,36,106,44,306,25
E00046775,229,NA,19,NA,31,15,13,145,34,88,62,323,43
E00046776,270,NA,11,NA,27,21,30,173,34,107,82,358,36
E00046777,282,NA,14,NA,18,21,20,192,32,130,72,376,31
E00046778,219,NA,15,NA,24,17,17,144,33,99,64,303,32
E00046779,236,NA,13,NA,19,18,21,145,32,106,74,327,35
E00046780,265,NA,11,NA,34,22,17,180,38,116,65,378,33
E00046781,205,NA,8,NA,22,16,18,146,33,89,64,293,34
E00046782,195,NA,19,NA,26,12,15,105,24,77,73,257,38
E00046783,230,NA,5,NA,21,26,22,159,31,111,38,323,19
E00046784,220,NA,34,NA,13,12,10,114,18,102,144,398,49
E00046785,253,NA,10,NA,38,15,24,170,42,115,56,342,34
E00046786,209,NA,8,NA,21,11,24,137,35,96,57,298,21
E00046787,215,NA,26,NA,14,20,22,111,25,62,83,340,42
E00046788,187,NA,8,NA,20,11,23,110,23,61,49,284,35
E00046789,201,NA,18,NA,22,17,21,122,19,77,65,299,31
E00046790,207,NA,22,NA,13,17,16,92,20,72,64,316,47
E00046791,191,NA,20,NA,14,14,32,107,28,57,59,294,34
E00046792,209,NA,17,NA,14,23,11,102,14,74,80,307,46
E00046793,204,NA,16,NA,28,13,17,136,23,94,47,289,26
E00046794,149,NA,20,NA,12,8,15,76,11,47,61,247,45
E00046795,173,NA,11,NA,20,18,22,107,18,59,63,260,32
E00046796,179,NA,16,NA,17,17,13,81,21,46,62,300,38
E00046797,201,NA,14,NA,28,17,23,115,24,62,45,316,29
E00046798,239,NA,8,NA,29,18,18,168,31,102,50,332,29
E00046799,174,NA,19,NA,10,10,22,90,20,47,74,285,47
E00046800,188,NA,14,NA,21,16,16,112,15,72,75,274,41
E00046801,211,NA,19,NA,21,18,13,132,26,91,61,296,34
E00046802,182,NA,21,NA,15,14,22,83,22,60,70,269,36
E00046803,225,NA,20,NA,20,20,27,141,28,81,54,376,38
E00046804,167,NA,9,NA,20,16,12,97,24,65,49,276,20
E00046805,227,NA,8,NA,27,15,27,173,37,100,34,317,21
E00046806,229,NA,9,NA,30,21,19,173,48,96,46,328,23
E00046807,215,NA,9,NA,16,21,9,119,27,85,57,292,28
E00046808,211,NA,7,NA,23,21,16,149,38,89,42,305,27
E00046809,183,NA,13,NA,15,14,6,110,15,75,52,259,30
E00046810,173,NA,12,NA,19,9,6,98,19,61,79,264,47
E00046811,189,NA,10,NA,28,16,16,122,30,94,63,270,33
E00046812,146,NA,5,NA,21,19,10,104,31,60,57,237,26
E00046813,215,NA,15,NA,14,13,19,127,21,96,73,305,39
E00046814,269,NA,21,NA,20,19,20,151,31,104,91,373,45
E00046815,198,NA,12,NA,22,16,15,113,22,80,74,316,50
E00046816,219,NA,14,NA,21,14,17,130,17,77,81,316,33
E00046817,198,NA,16,NA,20,12,12,108,27,81,76,275,35
E00046818,205,NA,7,NA,16,17,20,137,32,74,37,290,20
E00046819,195,NA,8,NA,24,22,20,130,34,81,62,277,31
E00046820,233,NA,8,NA,28,18,17,156,32,90,62,324,31
E00046821,149,NA,16,NA,14,8,13,85,18,66,70,243,43
E00046822,132,NA,14,NA,8,4,8,66,10,50,92,217,53
E00046823,215,NA,11,NA,20,24,16,155,32,95,37,280,23
E00046824,187,NA,11,NA,21,12,19,107,31,78,71,288,31
E00046825,173,NA,17,NA,6,13,19,95,16,68,75,256,41
E00046826,234,NA,6,NA,24,25,18,164,49,108,45,318,17
E00046827,195,NA,7,NA,21,19,23,148,29,91,42,269,24
E00046828,230,NA,13,NA,20,23,26,153,30,84,57,307,31
E00046829,223,NA,16,NA,31,20,23,155,34,98,51,325,35
E00046830,234,NA,4,NA,26,27,27,183,47,108,40,338,25
E00046831,246,NA,12,NA,26,21,20,174,34,118,62,351,27
E00046832,232,NA,8,NA,23,22,24,167,42,99,34,326,16
E00046833,208,NA,5,NA,30,16,22,154,31,86,25,293,13
E00046834,212,NA,4,NA,18,16,14,167,34,108,36,316,17
E00046835,162,NA,5,NA,6,4,13,59,10,58,88,266,42
E00046836,198,NA,10,NA,12,17,21,114,28,84,73,331,33
E00046837,228,NA,8,NA,21,15,17,159,36,108,42,289,24
E00046838,225,NA,5,NA,22,10,8,151,41,117,58,295,24
E00046839,59,NA,3,NA,3,0,4,20,8,12,66,124,26
E00046840,228,NA,11,NA,26,20,27,164,35,101,52,336,27
E00046841,205,NA,15,NA,15,19,19,132,24,86,56,280,22
E00046842,260,NA,9,NA,36,21,23,207,46,133,52,369,24
E00046843,196,NA,10,NA,26,12,18,143,36,95,40,307,27
E00046844,226,NA,13,NA,25,23,27,165,38,98,41,332,17
E00046845,176,NA,8,NA,16,9,19,116,21,89,50,254,29
E00046846,232,NA,11,NA,25,23,19,159,37,102,41,321,24
E00046847,188,NA,4,NA,21,16,16,136,21,83,34,290,17
E00046848,107,NA,4,NA,12,8,8,75,16,58,68,196,33
E00046849,165,NA,8,NA,14,10,17,122,21,86,39,270,16
E00046850,179,NA,11,NA,11,16,14,79,26,51,63,248,42
E00046851,218,NA,13,NA,25,19,18,157,31,117,51,313,30
E00046852,186,NA,15,NA,21,17,12,104,16,65,62,262,35
E00046853,259,NA,10,NA,20,14,16,164,24,129,60,338,25
E00046854,240,NA,11,NA,31,16,14,171,38,112,44,328,26
E00046855,232,NA,22,NA,17,10,17,121,21,105,91,344,33
E00046856,235,NA,13,NA,22,14,12,141,28,117,59,333,45
E00046857,235,NA,8,NA,21,22,22,178,35,122,37,331,20
E00046858,189,NA,8,NA,14,11,11,123,28,79,46,272,25
E00046859,205,NA,6,NA,21,12,19,138,25,93,43,299,15
E00046860,207,NA,5,NA,22,13,18,142,24,111,48,314,23
E00046861,212,NA,8,NA,23,13,19,142,29,104,56,299,31
E00046862,210,NA,7,NA,17,17,16,133,20,116,41,289,29
E00046863,186,NA,5,NA,19,20,20,139,38,77,42,255,12
E00046864,242,NA,10,NA,25,18,19,165,39,119,61,345,29
E00046865,222,NA,6,NA,21,17,9,136,25,103,62,310,26
E00046866,207,NA,11,NA,27,16,12,145,31,112,40,282,25
E00046867,162,NA,7,NA,12,21,12,114,29,75,42,261,24
E00046868,184,NA,6,NA,17,14,14,120,19,87,43,270,19
E00046869,215,NA,5,NA,15,10,12,127,26,109,65,294,37
E00046870,232,NA,12,NA,24,21,14,131,26,123,49,320,28
E00046871,194,NA,5,NA,21,14,15,113,28,106,49,277,22
E00046872,988,NA,3,NA,4,7,51,182,14,892,54,1028,31
E00046873,262,NA,12,NA,11,18,25,152,22,143,61,377,33
E00046874,251,NA,11,NA,15,17,26,165,34,139,64,387,27
E00046875,238,NA,8,NA,23,20,20,165,36,109,54,330,27
E00046876,219,NA,9,NA,24,14,16,159,33,119,47,289,20
E00046877,192,NA,10,NA,15,15,18,136,35,94,36,271,20
E00046878,214,NA,12,NA,24,14,13,153,32,103,50,298,23
E00046879,216,NA,9,NA,32,25,14,155,37,107,35,305,19
E00046880,165,NA,8,NA,13,13,10,114,20,81,29,240,20
E00046881,247,NA,11,NA,24,15,17,156,30,134,66,345,34
E00046882,222,NA,11,NA,25,24,27,163,44,103,48,314,22
E00046883,202,NA,6,NA,20,16,16,148,28,87,50,286,20
E00046884,231,NA,10,NA,37,23,18,176,39,109,48,341,28
E00046885,279,NA,10,NA,30,16,19,184,43,126,60,375,32
E00046886,252,NA,7,NA,30,25,26,193,46,105,37,372,29
E00046887,215,NA,9,NA,26,15,15,151,22,110,60,316,30
E00046888,182,NA,7,NA,15,14,13,123,26,79,38,261,21
E00046889,225,NA,6,NA,22,14,19,167,27,124,37,310,16
E00046890,203,NA,17,NA,21,14,16,121,25,87,69,290,40
E00046891,213,NA,6,NA,18,26,24,159,34,88,49,313,21
E00046892,230,NA,11,NA,21,16,12,152,32,125,53,309,16
E00046893,203,NA,6,NA,17,11,11,132,16,95,53,271,27
E00046894,193,NA,6,NA,21,10,15,132,27,91,38,259,21
E00046895,209,NA,13,NA,26,23,13,137,31,93,54,285,27
E00046896,219,NA,6,NA,20,21,20,159,38,107,53,320,25
E00046897,211,NA,8,NA,28,21,11,151,35,105,50,296,24
E00046898,203,NA,9,NA,10,17,14,130,25,99,54,275,25
E00046899,231,NA,6,NA,21,20,19,164,38,111,35,335,22
E00046900,196,NA,8,NA,13,15,25,138,31,94,41,261,25
E00046901,237,NA,5,NA,34,20,25,186,36,123,46,346,17
E00046902,195,NA,8,NA,21,22,16,136,33,87,42,281,18
E00046903,251,NA,7,NA,31,17,21,171,37,124,62,340,35
E00046904,274,NA,6,NA,18,22,19,186,36,145,51,367,25
E00046905,287,NA,11,NA,25,19,24,203,48,129,56,374,26
E00046906,204,NA,23,NA,14,11,19,99,14,90,78,325,52
E00046907,173,NA,26,NA,12,14,11,78,15,72,68,270,46
E00046908,217,NA,10,NA,12,9,15,147,21,116,66,296,36
E00046909,171,NA,7,NA,11,7,13,102,16,74,51,249,18
E00046910,241,NA,5,NA,15,8,8,160,18,155,39,320,19
E00046911,290,NA,6,NA,12,6,14,190,22,207,51,381,26
E00046912,243,NA,6,NA,7,4,10,155,15,165,66,342,25
E00046913,230,NA,9,NA,10,14,20,154,23,124,46,306,30
E00046914,150,NA,14,NA,11,5,14,80,13,73,79,257,45
E00046915,230,NA,11,NA,14,10,10,155,23,144,51,311,27
E00046916,228,NA,8,NA,12,13,12,148,23,119,51,306,29
E00046917,208,NA,9,NA,7,5,6,131,17,132,52,254,23
E00046918,267,NA,23,NA,8,5,4,171,15,191,66,332,18
E00046919,204,NA,3,NA,8,3,8,146,17,149,36,258,15
E00046920,169,NA,11,NA,12,13,10,103,18,91,59,251,22
E00046921,223,NA,9,NA,19,8,16,139,17,109,60,322,28
E00046922,236,NA,16,NA,25,11,15,159,26,131,62,336,30
E00046923,248,NA,13,NA,20,13,13,187,24,147,55,302,31
E00046924,234,NA,8,NA,19,12,11,163,30,135,50,301,26
E00046925,257,NA,17,NA,20,13,11,172,27,166,74,349,41
E00046926,190,NA,10,NA,7,4,8,142,19,144,30,244,17
E00046927,216,NA,7,NA,24,11,8,139,20,112,52,305,22
E00046928,219,NA,5,NA,17,14,13,144,16,117,61,316,16
E00046929,237,NA,4,NA,21,13,15,175,19,136,56,346,29
E00046930,220,NA,19,NA,14,15,25,121,20,84,84,320,40
E00046931,252,NA,14,NA,28,8,18,169,23,146,59,340,34
E00046932,182,NA,10,NA,10,9,16,106,11,88,57,250,30
E00046933,122,NA,8,NA,13,7,12,67,15,35,68,210,29
E00046934,231,NA,10,NA,7,14,11,155,27,121,57,298,26
E00046935,246,NA,7,NA,20,13,18,167,18,124,55,324,24
E00046936,244,NA,17,NA,16,18,18,167,25,120,56,331,27
E00046937,198,NA,4,NA,16,10,13,139,28,110,41,286,13
E00046938,204,NA,7,NA,9,13,12,152,22,127,52,279,26
E00046939,183,NA,11,NA,10,9,13,116,24,99,52,258,28
E00046940,174,NA,10,NA,13,11,8,97,14,74,55,274,24
E00046941,234,NA,17,NA,20,8,17,135,25,87,74,366,41
E00046942,200,NA,8,NA,19,10,11,125,22,92,68,298,35
E00046943,141,NA,10,NA,10,11,6,80,9,62,62,256,28
E00046944,197,NA,10,NA,11,9,9,98,18,83,60,289,29
E00046945,189,NA,9,NA,16,18,13,113,16,95,66,258,29
E00046946,178,NA,8,NA,15,14,21,103,18,62,60,303,32
E00046947,202,NA,14,NA,10,16,24,117,19,91,60,294,27
E00046948,207,NA,9,NA,17,14,13,136,22,101,59,287,36
E00046949,219,NA,19,NA,24,18,17,133,28,91,81,310,46
E00046950,142,NA,15,NA,3,4,15,58,20,53,72,232,35
E00046951,201,NA,11,NA,19,17,16,127,31,91,59,269,32
E00046952,161,NA,17,NA,9,6,12,71,9,62,57,266,37
E00046953,201,NA,9,NA,19,20,35,124,23,66,52,285,27
E00046954,221,NA,9,NA,9,13,17,119,19,93,65,308,35
E00046955,214,NA,12,NA,13,9,15,154,18,125,50,291,33
E00046956,182,NA,19,NA,13,17,20,100,22,69,73,282,42
E00046957,180,NA,19,NA,8,14,16,91,9,69,86,247,46
E00046958,189,NA,15,NA,15,9,21,112,21,85,60,275,31
E00046959,126,NA,16,NA,0,9,14,60,9,40,49,189,19
E00046960,216,NA,38,NA,10,9,19,82,10,68,108,336,73
E00046961,269,NA,17,NA,18,24,22,178,22,124,61,386,31
E00046962,172,NA,18,NA,10,11,14,84,15,64,56,266,34
E00046963,180,NA,17,NA,8,16,21,86,16,61,59,269,42
E00046964,219,NA,22,NA,14,15,25,116,19,89,82,297,42
E00046965,203,NA,16,NA,10,21,29,115,22,69,77,310,59
E00046966,230,NA,22,NA,20,14,26,121,20,90,69,315,38
E00046967,326,NA,5,NA,13,10,9,212,27,222,55,442,18
E00046968,196,NA,0,NA,11,8,4,128,17,129,49,251,29
E00046969,195,NA,5,NA,3,4,7,103,10,138,47,248,21
E00046970,148,NA,4,NA,5,6,10,89,12,88,42,208,14
E00046971,255,NA,8,NA,11,7,7,151,12,163,56,342,20
E00046972,258,NA,19,NA,15,11,11,98,11,178,66,300,41
E00046973,161,NA,21,NA,8,9,12,74,13,69,65,232,42
E00046974,122,NA,10,NA,8,7,5,57,8,62,28,227,21
E00046975,308,NA,24,NA,10,11,21,114,23,129,113,443,64
E00046976,193,NA,19,NA,0,5,18,56,7,72,54,322,35
E00046977,287,NA,19,NA,18,20,14,122,26,107,79,405,42
E00046978,237,NA,14,NA,9,15,14,141,20,131,63,329,47
E00046979,296,NA,16,NA,15,27,13,185,39,175,65,444,35
E00046980,251,NA,12,NA,9,15,22,107,20,98,58,354,32
E00046981,241,NA,22,NA,12,13,25,94,20,95,67,341,43
E00046982,173,NA,23,NA,4,15,13,68,14,61,42,271,34
E00046983,110,NA,8,NA,4,7,9,53,12,61,29,175,20
E00046984,227,NA,13,NA,8,17,16,83,19,83,60,341,31
E00046985,233,NA,17,NA,7,8,31,103,16,111,67,348,32
E00046986,312,NA,29,NA,16,13,13,92,19,108,81,474,42
E00046987,208,NA,15,NA,8,14,8,107,23,105,49,284,20
E00046988,246,NA,8,NA,18,16,16,150,31,131,32,341,20
E00046989,263,NA,12,NA,13,25,18,153,33,134,57,357,37
E00046990,236,NA,5,NA,9,23,11,146,30,150,52,316,20
E00046991,249,NA,13,NA,12,20,10,140,17,146,46,378,35
E00046992,229,NA,13,NA,16,10,18,127,28,120,48,323,27
E00046993,255,NA,33,NA,10,16,8,151,24,150,75,366,33
E00046994,248,NA,14,NA,15,19,12,146,30,147,51,353,34
E00046995,212,NA,6,NA,12,17,12,139,33,129,48,312,27
E00046996,295,NA,9,NA,9,18,13,174,26,164,51,401,20
E00046997,116,NA,13,NA,8,0,16,47,16,42,50,175,31
E00046998,280,NA,14,NA,12,28,12,175,26,168,61,439,39
E00046999,286,NA,11,NA,16,26,23,159,40,158,69,413,31
E00047000,305,NA,13,NA,13,17,10,194,28,201,64,413,34
E00047001,248,NA,10,NA,8,23,17,154,41,131,80,353,30
E00047002,317,NA,19,NA,21,16,15,191,25,193,71,448,39
E00047003,246,NA,10,NA,11,15,7,153,17,167,67,366,42
E00047004,275,NA,16,NA,17,20,16,161,42,160,73,385,34
E00047005,117,NA,11,NA,5,7,15,64,12,61,52,152,32
E00047006,158,NA,12,NA,7,11,7,77,18,79,107,261,32
E00047007,240,NA,4,NA,15,24,17,163,31,144,41,366,17
E00047008,425,NA,25,NA,29,14,15,243,48,251,122,579,69
E00047009,313,NA,26,NA,17,31,12,186,52,180,77,433,39
E00047010,171,NA,12,NA,4,13,13,108,25,101,38,208,17
E00047011,166,NA,11,NA,12,12,15,110,23,87,37,191,21
E00047012,192,NA,11,NA,8,14,9,117,15,109,52,248,34
E00047013,243,NA,13,NA,19,26,14,142,26,116,75,366,28
E00047014,247,NA,7,NA,13,10,13,127,13,150,56,322,28
E00047015,246,NA,17,NA,12,24,32,128,38,99,63,345,44
E00047016,190,NA,4,NA,10,19,8,127,34,108,40,279,22
E00047017,152,NA,8,NA,11,11,12,110,26,92,32,166,25
E00047018,185,NA,7,NA,0,0,20,70,3,157,23,191,10
E00047019,232,NA,15,NA,10,9,15,114,12,107,69,366,44
E00047020,203,NA,6,NA,11,19,29,123,43,113,36,277,25
E00047021,161,NA,5,NA,17,11,10,108,22,91,54,234,29
E00047022,234,NA,10,NA,11,14,23,144,29,134,56,331,35
E00047023,256,NA,0,NA,0,0,11,47,3,243,15,261,6
E00047024,175,NA,8,NA,10,12,14,99,20,93,37,270,24
E00047025,320,NA,25,NA,10,22,19,183,26,184,79,445,51
E00047026,263,NA,22,NA,4,7,8,141,20,168,64,347,30
E00047027,288,NA,16,NA,21,36,34,168,45,141,75,421,49
E00047028,203,NA,9,NA,9,11,8,135,13,134,53,284,33
E00047029,192,NA,0,NA,0,5,10,48,3,175,16,195,10
E00047030,189,NA,11,NA,12,23,12,112,24,97,39,294,22
E00047031,325,NA,22,NA,20,38,26,178,66,139,76,429,39
E00047032,277,NA,24,NA,11,19,18,117,21,114,82,383,54
E00047033,225,NA,13,NA,10,29,23,141,29,122,56,314,36
E00047034,169,NA,8,NA,7,13,17,85,17,72,37,251,27
E00047035,332,NA,14,NA,19,33,25,182,42,163,91,453,57
E00047036,215,NA,13,NA,12,20,17,100,31,84,56,322,30
E00047037,249,NA,17,NA,16,28,18,141,35,106,56,338,36
E00047038,156,NA,9,NA,7,13,7,76,13,71,49,228,37
E00047039,237,NA,18,NA,12,14,13,88,20,92,55,336,38
E00047040,235,NA,11,NA,16,24,20,121,29,103,55,333,33
E00047041,247,NA,12,NA,6,8,12,122,15,155,64,336,44
E00047042,186,NA,13,NA,7,18,17,79,18,74,45,300,29
E00047043,231,NA,21,NA,15,22,19,130,43,102,71,331,37
E00047044,215,NA,10,NA,17,13,18,102,24,94,51,328,37
E00047045,227,NA,14,NA,9,18,15,99,21,106,52,350,43
E00047046,145,NA,6,NA,5,3,12,65,6,82,31,198,19
E00047047,206,NA,12,NA,8,16,16,93,18,101,56,313,37
E00047048,271,NA,19,NA,7,21,24,135,21,126,68,398,40
E00047049,216,NA,24,NA,12,20,14,103,21,94,68,307,38
E00047050,238,NA,23,NA,15,17,20,100,24,87,75,340,39
E00047051,258,NA,19,NA,12,20,16,112,19,114,88,386,50
E00047052,258,NA,17,NA,13,20,19,123,27,119,74,348,63
E00047053,244,NA,22,NA,6,22,18,110,24,110,93,349,52
E00047054,217,NA,19,NA,9,8,10,77,12,87,58,325,45
E00047055,243,NA,20,NA,9,15,12,90,15,76,70,357,44
E00047056,245,NA,10,NA,3,8,17,117,11,181,37,285,23
E00047057,328,NA,17,NA,3,4,21,97,4,268,55,382,25
E00047058,352,NA,0,NA,7,0,17,119,9,319,22,381,10
E00047059,195,NA,17,NA,14,5,20,110,6,94,62,286,30
E00047060,278,NA,3,NA,3,0,11,64,4,259,18,295,12
E00047061,119,NA,7,NA,3,5,9,67,5,67,72,225,32
E00047062,272,NA,8,NA,15,11,7,160,23,189,54,339,25
E00047063,302,NA,15,NA,9,3,18,79,7,258,45,335,32
E00047064,219,NA,7,NA,15,10,20,133,18,131,44,271,28
E00047065,283,NA,9,NA,3,10,12,107,12,222,48,345,23
E00047066,218,NA,5,NA,8,6,12,123,14,154,50,281,23
E00047067,306,NA,3,NA,4,3,23,88,4,288,17,326,15
E00047068,244,NA,3,NA,4,7,16,133,13,184,27,296,20
E00047069,210,NA,11,NA,7,6,9,123,14,147,42,251,28
E00047070,252,NA,8,NA,16,10,20,173,32,143,50,335,24
E00047071,249,NA,7,NA,14,12,17,177,23,177,35,312,22
E00047072,356,NA,7,NA,11,6,25,220,30,282,44,437,22
E00047073,216,NA,8,NA,11,15,15,141,22,144,41,275,22
E00047074,313,NA,0,NA,4,5,21,93,8,285,28,327,10
E00047075,244,NA,3,NA,7,0,9,133,16,206,36,293,20
E00047076,346,NA,5,NA,5,5,20,135,11,283,33,381,18
E00047077,259,NA,11,NA,10,7,16,121,15,187,43,299,22
E00047078,256,NA,12,NA,4,12,21,141,12,199,38,298,23
E00047079,255,NA,10,NA,8,3,21,106,15,175,57,316,30
E00047080,152,NA,4,NA,7,7,7,95,8,104,35,198,14
E00047081,383,NA,7,NA,10,5,22,223,30,312,39,464,19
E00047082,215,NA,14,NA,13,8,12,148,18,165,44,285,32
E00047083,196,NA,27,NA,5,3,6,101,8,118,70,253,39
E00047084,224,NA,14,NA,5,6,15,123,8,184,49,290,23
E00047085,221,NA,10,NA,12,16,24,127,21,114,62,330,32
E00047086,285,NA,8,NA,15,17,28,171,29,192,46,388,25
E00047087,227,NA,18,NA,14,6,19,147,11,120,67,292,37
E00047088,322,NA,27,NA,10,5,9,194,14,224,80,401,38
E00047089,150,NA,16,NA,7,5,7,70,8,68,42,203,18
E00047090,318,NA,7,NA,10,11,24,187,24,242,57,395,28
E00047091,277,NA,13,NA,12,8,15,157,15,210,55,348,35
E00047092,206,NA,7,NA,16,13,11,125,15,122,43,281,19
E00047093,238,NA,5,NA,14,10,14,146,16,179,29,291,19
E00047094,183,NA,4,NA,7,5,3,122,14,128,47,262,20
E00047095,235,NA,12,NA,7,17,15,136,23,127,56,333,32
E00047096,216,NA,7,NA,9,3,7,146,13,173,51,296,24
E00047097,231,NA,10,NA,8,9,10,141,24,162,63,341,35
E00047098,161,NA,9,NA,4,0,5,105,4,119,73,245,31
E00047099,179,NA,12,NA,5,6,15,92,11,108,57,261,32
E00047100,267,NA,9,NA,14,8,9,182,23,191,62,371,31
E00047101,182,NA,7,NA,12,19,13,138,27,109,27,225,13
E00047102,200,NA,8,NA,7,4,0,110,14,142,104,315,43
E00047103,196,NA,9,NA,8,3,5,115,15,123,92,327,34
E00047104,193,NA,3,NA,5,3,6,125,10,155,34,248,17
E00047105,212,NA,6,NA,3,0,5,113,5,168,74,300,46
E00047106,340,NA,3,NA,3,3,16,49,3,326,19,345,8
E00047107,282,NA,31,NA,7,3,8,164,9,209,62,358,13
E00047108,341,NA,10,NA,3,3,31,87,3,280,41,382,25
E00047109,377,NA,3,NA,0,3,36,94,6,361,33,399,18
E00047110,275,NA,14,NA,3,4,7,163,9,228,72,358,44
E00047111,338,NA,0,NA,3,5,19,76,3,322,23,353,14
E00047112,235,NA,6,NA,4,7,16,159,24,201,29,289,16
E00047113,248,NA,14,NA,4,0,7,139,6,199,111,399,35
E00047114,377,NA,0,NA,0,3,18,80,6,358,22,392,9
E00047115,376,NA,9,NA,4,4,16,89,7,324,47,443,22
E00047116,334,NA,5,NA,8,0,13,52,7,306,21,351,13
E00047117,371,NA,3,NA,3,3,28,102,6,322,44,406,24
E00047118,203,NA,18,NA,8,13,25,106,10,90,70,315,36
E00047119,217,NA,4,NA,17,11,15,140,21,117,45,276,12
E00047120,191,NA,6,NA,3,3,4,109,4,148,38,266,15
E00047121,266,NA,7,NA,3,0,13,119,13,233,55,333,28
E00047122,373,NA,15,NA,8,4,16,98,8,294,58,421,42
E00047123,222,NA,23,NA,13,8,21,126,14,98,71,292,48
E00047124,320,NA,0,NA,3,5,19,92,5,305,17,337,9
E00047125,204,NA,0,NA,3,3,11,45,0,181,14,234,10
E00047126,219,NA,10,NA,15,12,22,151,18,130,42,292,15
E00047127,240,NA,6,NA,23,4,11,164,16,156,49,321,22
E00047128,217,NA,19,NA,20,14,24,113,24,77,81,326,48
E00047129,242,NA,20,NA,14,11,9,135,19,154,105,326,73
E00047130,203,NA,16,NA,10,14,12,105,14,80,51,301,30
E00047131,374,NA,5,NA,6,3,12,99,9,337,25,399,15
E00047132,243,NA,9,NA,16,8,16,118,12,153,83,327,32
E00047133,416,NA,4,NA,6,3,19,91,6,381,26,436,13
E00047134,184,NA,6,NA,12,12,17,125,15,111,39,249,26
E00047135,318,NA,5,NA,8,3,15,154,15,269,38,352,20
E00047136,226,NA,24,NA,15,25,18,110,28,62,88,313,49
E00047137,200,NA,12,NA,20,22,23,111,32,57,63,346,43
E00047138,169,NA,11,NA,13,12,16,107,32,58,76,275,42
E00047139,210,NA,12,NA,22,16,23,130,39,70,52,314,38
E00047140,190,NA,9,NA,15,20,14,130,29,78,31,250,28
E00047141,216,NA,11,NA,23,24,12,156,25,115,43,283,20
E00047142,163,NA,26,NA,9,5,21,68,11,35,79,235,50
E00047143,242,NA,9,NA,32,18,23,172,44,109,56,330,33
E00047144,159,NA,21,NA,11,10,20,79,23,46,67,260,42
E00047145,164,NA,11,NA,11,18,27,91,28,40,75,272,30
E00047146,145,NA,18,NA,13,10,9,68,19,38,84,225,44
E00047147,206,NA,21,NA,16,20,16,99,19,62,64,329,41
E00047148,163,NA,6,NA,15,15,28,76,14,47,58,284,27
E00047149,161,NA,12,NA,10,16,17,79,13,61,52,241,35
E00047150,199,NA,16,NA,9,18,30,114,13,69,64,319,36
E00047151,193,NA,14,NA,14,21,25,113,32,55,49,320,26
E00047152,231,NA,14,NA,20,23,22,141,32,80,63,295,37
E00047153,170,NA,15,NA,13,12,13,75,16,56,49,296,22
E00047154,188,NA,8,NA,23,18,27,111,22,49,45,290,32
E00047155,162,NA,13,NA,14,17,21,87,22,55,57,268,43
E00047156,200,NA,15,NA,12,16,19,97,21,50,63,311,31
E00047157,161,NA,14,NA,12,13,17,68,22,48,67,268,37
E00047158,130,NA,10,NA,12,4,5,62,11,53,49,200,28
E00047159,191,NA,22,NA,13,17,21,100,24,57,67,267,40
E00047160,228,NA,20,NA,19,17,32,115,27,65,82,374,63
E00047161,145,NA,12,NA,6,17,9,72,18,47,79,247,35
E00047162,189,NA,15,NA,17,16,22,94,21,55,81,298,41
E00047163,161,NA,17,NA,7,10,7,73,10,61,71,262,51
E00047164,222,NA,15,NA,24,23,30,138,40,84,62,318,39
E00047165,185,NA,13,NA,11,16,20,86,18,55,66,284,32
E00047166,175,NA,0,NA,20,17,18,167,39,105,15,209,4
E00047167,146,NA,13,NA,11,8,13,66,8,37,52,228,29
E00047168,176,NA,13,NA,16,13,23,95,20,61,77,270,38
E00047169,124,NA,23,NA,4,5,7,33,6,32,106,195,56
E00047170,215,NA,15,NA,15,12,16,121,21,74,51,285,33
E00047171,176,NA,15,NA,10,13,20,81,17,39,91,233,59
E00047172,220,NA,11,NA,15,13,22,108,18,79,111,325,62
E00047173,157,NA,14,NA,10,10,21,84,27,53,75,256,33
E00047174,235,NA,8,NA,26,20,11,152,35,90,58,292,26
E00047175,166,NA,14,NA,11,15,12,88,23,61,58,236,37
E00047176,229,NA,14,NA,24,26,22,162,47,86,48,325,24
E00047177,144,NA,13,NA,16,12,11,93,20,56,67,255,34
E00047178,146,NA,9,NA,10,11,12,72,15,56,73,228,33
E00047179,140,NA,19,NA,8,7,13,60,13,45,47,177,30
