
"KS402EW - Tenure"
"ONS Crown Copyright Reserved [from Nomis on 18 April 2025]"
"Population :","All households"
"Units      :","Households"
"Date       :","2011"
"Rural Urban:","Total"

"2011 output area","mnemonic","All households","Owned","Shared ownership (part owned and part rented)","Social rented","Private rented","Living rent free"
"E00047573","E00047573",124,78,0,18,26,2
"E00047574","E00047574",152,66,1,28,56,1
"E00047575","E00047575",99,71,0,8,19,1
"E00047576","E00047576",135,53,0,46,31,5
"E00047577","E00047577",158,31,0,27,100,0
"E00047578","E00047578",122,52,0,44,24,2
"E00047579","E00047579",110,73,0,10,23,4
"E00047580","E00047580",142,93,1,15,33,0
"E00047581","E00047581",113,46,0,32,33,2
"E00047582","E00047582",91,78,0,5,8,0
"E00047583","E00047583",153,37,2,74,36,4
"E00047584","E00047584",82,48,0,10,24,0
"E00047585","E00047585",143,124,1,0,16,2
"E00047586","E00047586",90,66,0,5,19,0
"E00047587","E00047587",109,47,0,35,26,1
"E00047588","E00047588",123,80,0,14,29,0
"E00047589","E00047589",103,15,0,11,75,2
"E00047590","E00047590",117,70,3,22,20,2
"E00047591","E00047591",148,49,0,45,48,6
"E00047592","E00047592",159,73,2,14,68,2
"E00047593","E00047593",90,62,0,3,23,2
"E00047594","E00047594",113,44,0,9,60,0
"E00047595","E00047595",163,96,0,35,29,3
"E00047596","E00047596",156,45,0,68,40,3
"E00047597","E00047597",127,89,1,1,33,3
"E00047598","E00047598",146,68,0,3,75,0
"E00047599","E00047599",158,89,0,17,50,2
"E00047600","E00047600",129,48,1,58,18,4
"E00047601","E00047601",138,78,9,32,14,5
"E00047602","E00047602",137,108,1,13,13,2
"E00047603","E00047603",134,92,3,12,26,1
"E00047604","E00047604",134,70,0,53,9,2
"E00047605","E00047605",141,94,0,21,25,1
"E00047606","E00047606",135,74,1,27,32,1
"E00047607","E00047607",133,76,1,25,31,0
"E00047608","E00047608",158,68,0,69,14,7
"E00047609","E00047609",131,51,1,27,43,9
"E00047610","E00047610",118,97,0,2,15,4
"E00047611","E00047611",156,94,1,12,45,4
"E00047612","E00047612",170,78,1,16,72,3
"E00047614","E00047614",121,83,0,27,9,2
"E00047615","E00047615",182,36,0,38,105,3
"E00047616","E00047616",145,66,2,53,19,5
"E00047617","E00047617",117,54,1,12,47,3
"E00047618","E00047618",121,62,0,17,42,0
"E00047619","E00047619",133,110,1,1,19,2
"E00047620","E00047620",116,87,0,3,24,2
"E00047621","E00047621",118,58,1,15,39,5
"E00047622","E00047622",150,33,10,70,29,8
"E00047623","E00047623",98,38,26,28,4,2
"E00047624","E00047624",122,75,0,4,42,1
"E00047625","E00047625",137,117,0,1,18,1
"E00047626","E00047626",156,98,1,1,50,6
"E00047627","E00047627",138,80,3,7,47,1
"E00047628","E00047628",132,84,1,3,44,0
"E00047629","E00047629",122,70,0,17,34,1
"E00047630","E00047630",157,56,2,20,75,4
"E00047631","E00047631",166,104,6,26,28,2
"E00047632","E00047632",168,88,0,9,69,2
"E00047633","E00047633",149,103,0,7,38,1
"E00047634","E00047634",125,59,1,19,45,1
"E00047635","E00047635",161,44,1,59,57,0
"E00047636","E00047636",164,92,0,10,61,1
"E00047637","E00047637",132,42,1,49,39,1
"E00047638","E00047638",228,106,9,33,73,7
"E00047639","E00047639",121,92,1,5,22,1
"E00047640","E00047640",122,35,1,61,24,1
"E00047641","E00047641",111,89,1,2,17,2
"E00047642","E00047642",98,36,0,32,29,1
"E00047643","E00047643",124,66,4,8,44,2
"E00047644","E00047644",125,82,7,15,21,0
"E00047645","E00047645",120,98,0,2,20,0
"E00047646","E00047646",89,45,0,25,19,0
"E00047647","E00047647",103,68,2,10,20,3
"E00047648","E00047648",125,85,1,13,25,1
"E00047649","E00047649",140,42,3,48,44,3
"E00047650","E00047650",110,56,0,36,18,0
"E00047651","E00047651",96,44,1,17,30,4
"E00047652","E00047652",136,22,15,52,45,2
"E00047653","E00047653",139,48,1,58,27,5
"E00047654","E00047654",102,67,0,20,12,3
"E00047655","E00047655",124,64,0,51,7,2
"E00047656","E00047656",125,67,1,43,12,2
"E00047657","E00047657",113,28,0,69,15,1
"E00047658","E00047658",125,66,2,37,16,4
"E00047659","E00047659",124,50,0,63,10,1
"E00047660","E00047660",135,89,1,30,14,1
"E00047661","E00047661",143,92,1,29,17,4
"E00047662","E00047662",129,77,0,39,10,3
"E00047663","E00047663",124,84,1,29,10,0
"E00047664","E00047664",142,76,0,38,26,2
"E00047665","E00047665",116,53,0,49,13,1
"E00047666","E00047666",118,77,1,28,11,1
"E00047667","E00047667",105,75,2,16,12,0
"E00047668","E00047668",125,52,0,48,23,2
"E00047669","E00047669",137,46,1,48,40,2
"E00047670","E00047670",141,38,16,65,17,5
"E00047671","E00047671",127,79,0,20,24,4
"E00047672","E00047672",128,86,2,9,29,2
"E00047673","E00047673",173,62,2,39,70,0
"E00047674","E00047674",141,91,1,28,17,4
"E00047675","E00047675",123,83,1,26,13,0
"E00047676","E00047676",159,78,0,36,43,2
"E00047677","E00047677",114,80,0,24,9,1
"E00047678","E00047678",136,77,1,46,9,3
"E00047679","E00047679",144,137,0,0,6,1
"E00047680","E00047680",121,109,0,5,6,1
"E00047681","E00047681",137,81,0,32,22,2
"E00047682","E00047682",150,141,0,1,7,1
"E00047683","E00047683",109,93,0,3,13,0
"E00047684","E00047684",142,124,1,0,15,2
"E00047685","E00047685",113,108,0,0,5,0
"E00047686","E00047686",123,101,1,13,8,0
"E00047687","E00047687",119,113,0,2,4,0
"E00047688","E00047688",124,116,0,1,7,0
"E00047689","E00047689",135,126,1,1,6,1
"E00047690","E00047690",136,113,2,17,3,1
"E00047691","E00047691",122,117,0,2,3,0
"E00047692","E00047692",131,128,0,2,1,0
"E00047693","E00047693",62,53,0,2,7,0
"E00047694","E00047694",143,131,0,1,11,0
"E00047695","E00047695",134,130,0,1,1,2
"E00047696","E00047696",136,119,2,1,11,3
"E00047697","E00047697",117,91,0,12,12,2
"E00047698","E00047698",132,125,0,1,6,0
"E00047700","E00047700",133,126,0,2,4,1
"E00047701","E00047701",137,86,0,15,30,6
"E00047702","E00047702",127,123,1,0,1,2
"E00047703","E00047703",133,119,0,1,12,1
"E00047704","E00047704",129,81,0,35,11,2
"E00047705","E00047705",141,119,0,5,17,0
"E00047706","E00047706",141,134,1,1,4,1
"E00047707","E00047707",114,88,0,16,10,0
"E00047708","E00047708",95,25,0,64,2,4
"E00047709","E00047709",127,125,0,0,2,0
"E00047710","E00047710",137,64,0,53,17,3
"E00047711","E00047711",116,97,1,1,17,0
"E00047712","E00047712",133,68,0,44,20,1
"E00047713","E00047713",138,128,0,3,7,0
"E00047714","E00047714",119,85,0,5,29,0
"E00047715","E00047715",126,102,0,1,23,0
"E00047716","E00047716",108,64,2,35,6,1
"E00047717","E00047717",161,124,0,2,33,2
"E00047718","E00047718",170,136,0,1,28,5
"E00047719","E00047719",112,103,1,1,7,0
"E00047720","E00047720",138,88,0,21,22,7
"E00047721","E00047721",121,105,0,1,15,0
"E00047722","E00047722",115,58,0,40,15,2
"E00047723","E00047723",119,116,0,1,2,0
"E00047724","E00047724",124,102,0,0,21,1
"E00047725","E00047725",180,170,0,2,7,1
"E00047726","E00047726",165,141,0,3,20,1
"E00047727","E00047727",116,110,0,0,6,0
"E00047728","E00047728",135,128,0,2,4,1
"E00047729","E00047729",117,107,0,3,7,0
"E00047730","E00047730",117,93,0,1,21,2
"E00047731","E00047731",141,134,0,0,5,2
"E00047732","E00047732",116,112,2,0,2,0
"E00047733","E00047733",115,106,0,1,7,1
"E00047734","E00047734",138,133,0,2,3,0
"E00047735","E00047735",135,130,0,0,4,1
"E00047736","E00047736",114,110,0,1,2,1
"E00047737","E00047737",117,114,0,2,1,0
"E00047738","E00047738",121,98,0,2,19,2
"E00047739","E00047739",127,120,0,0,5,2
"E00047740","E00047740",118,112,0,0,5,1
"E00047741","E00047741",98,39,0,37,20,2
"E00047742","E00047742",109,54,0,24,29,2
"E00047743","E00047743",122,118,0,1,3,0
"E00047744","E00047744",123,122,0,0,0,1
"E00047745","E00047745",112,82,0,4,25,1
"E00047746","E00047746",144,134,0,1,9,0
"E00047747","E00047747",127,109,0,4,11,3
"E00047748","E00047748",129,122,0,0,7,0
"E00047749","E00047749",115,74,1,0,40,0
"E00047750","E00047750",134,129,0,1,4,0
"E00047751","E00047751",129,119,0,5,3,2
"E00047752","E00047752",121,115,0,0,5,1
"E00047753","E00047753",126,111,0,1,13,1
"E00047754","E00047754",156,86,0,23,42,5
"E00047755","E00047755",101,90,0,0,10,1
"E00047756","E00047756",148,106,0,24,17,1
"E00047757","E00047757",124,118,0,1,5,0
"E00047758","E00047758",124,105,0,1,17,1
"E00047759","E00047759",147,101,0,6,38,2
"E00047760","E00047760",136,99,2,2,32,1
"E00047761","E00047761",136,34,0,88,12,2
"E00047762","E00047762",145,110,0,8,24,3
"E00047763","E00047763",139,136,1,0,2,0
"E00047764","E00047764",195,164,0,0,29,2
"E00047765","E00047765",138,113,0,2,21,2
"E00047766","E00047766",130,120,0,2,8,0
"E00047767","E00047767",131,121,0,4,6,0
"E00047768","E00047768",145,84,0,46,15,0
"E00047769","E00047769",109,78,0,20,7,4
"E00047770","E00047770",122,118,0,2,1,1
"E00047771","E00047771",111,64,0,28,17,2
"E00047772","E00047772",122,94,1,7,16,4
"E00047773","E00047773",128,102,2,17,6,1
"E00047774","E00047774",141,122,0,1,18,0
"E00047775","E00047775",106,92,0,6,7,1
"E00047776","E00047776",115,52,0,52,11,0
"E00047777","E00047777",138,102,2,14,20,0
"E00047778","E00047778",125,109,6,1,8,1
"E00047779","E00047779",224,175,4,11,34,0
"E00047780","E00047780",133,121,0,0,8,4
"E00047781","E00047781",148,99,2,15,31,1
"E00047782","E00047782",191,130,1,41,17,2
"E00047783","E00047783",216,163,2,22,29,0
"E00047784","E00047784",133,124,0,0,7,2
"E00047785","E00047785",119,108,1,7,2,1
"E00047786","E00047786",134,114,0,0,18,2
"E00047787","E00047787",151,62,1,1,85,2
"E00047788","E00047788",112,87,13,5,6,1
"E00047789","E00047789",112,70,1,6,34,1
"E00047790","E00047790",155,127,0,5,21,2
"E00047791","E00047791",148,92,2,22,29,3
"E00047792","E00047792",124,111,0,7,4,2
"E00047793","E00047793",128,65,0,34,26,3
"E00047794","E00047794",118,93,0,16,9,0
"E00047795","E00047795",121,113,1,0,6,1
"E00047796","E00047796",135,118,0,3,13,1
"E00047797","E00047797",129,80,0,1,42,6
"E00047798","E00047798",104,95,1,2,6,0
"E00047799","E00047799",130,70,0,3,56,1
"E00047800","E00047800",135,43,0,76,16,0
"E00047801","E00047801",132,116,0,0,16,0
"E00047802","E00047802",125,89,0,3,31,2
"E00047803","E00047803",159,127,0,3,27,2
"E00047804","E00047804",130,115,1,9,5,0
"E00047805","E00047805",144,5,0,130,9,0
"E00047806","E00047806",115,91,1,19,4,0
"E00047807","E00047807",121,113,1,2,5,0
"E00047808","E00047808",141,122,0,1,17,1
"E00047809","E00047809",128,122,0,0,6,0
"E00047810","E00047810",152,93,0,8,51,0
"E00047811","E00047811",120,93,4,5,18,0
"E00047812","E00047812",131,130,0,1,0,0
"E00047813","E00047813",116,33,5,67,10,1
"E00047814","E00047814",110,8,0,93,8,1
"E00047815","E00047815",124,111,0,8,5,0
"E00047816","E00047816",146,128,0,5,12,1
"E00047817","E00047817",114,109,0,2,3,0
"E00047818","E00047818",110,103,2,0,5,0
"E00047819","E00047819",130,103,0,8,18,1
"E00047820","E00047820",149,120,1,1,25,2
"E00047821","E00047821",115,107,0,0,8,0
"E00047823","E00047823",122,102,0,4,14,2
"E00047824","E00047824",140,133,0,1,6,0
"E00047825","E00047825",98,50,0,26,3,19
"E00047826","E00047826",131,121,2,2,6,0
"E00047827","E00047827",125,115,0,2,8,0
"E00047828","E00047828",146,83,0,57,2,4
"E00047829","E00047829",131,123,0,0,5,3
"E00047830","E00047830",125,102,0,1,22,0
"E00047831","E00047831",111,96,0,4,11,0
"E00047832","E00047832",115,109,1,1,4,0
"E00047833","E00047833",137,129,0,1,5,2
"E00047834","E00047834",134,107,0,0,26,1
"E00047835","E00047835",134,121,0,2,7,4
"E00047836","E00047836",128,118,0,2,8,0
"E00047837","E00047837",115,103,0,3,9,0
"E00047838","E00047838",125,98,0,1,23,3
"E00047839","E00047839",114,101,1,4,5,3
"E00047840","E00047840",133,121,0,0,8,4
"E00047841","E00047841",121,91,0,16,10,4
"E00047842","E00047842",116,111,0,0,5,0
"E00047843","E00047843",135,115,0,0,19,1
"E00047844","E00047844",110,101,0,2,7,0
"E00047845","E00047845",123,102,1,9,9,2
"E00047846","E00047846",135,123,0,0,12,0
"E00047847","E00047847",136,97,0,16,23,0
"E00047848","E00047848",124,121,0,0,3,0
"E00047849","E00047849",131,125,0,1,5,0
"E00047850","E00047850",135,103,1,1,29,1
"E00047851","E00047851",131,76,1,37,15,2
"E00047852","E00047852",131,127,0,2,2,0
"E00047853","E00047853",141,134,0,1,6,0
"E00047854","E00047854",108,45,1,1,61,0
"E00047855","E00047855",121,109,1,0,8,3
"E00047856","E00047856",117,113,0,1,3,0
"E00047857","E00047857",116,56,0,49,6,5
"E00047858","E00047858",136,131,0,1,4,0
"E00047859","E00047859",128,86,1,33,7,1
"E00047860","E00047860",115,106,0,2,6,1
"E00047861","E00047861",119,117,0,0,2,0
"E00047863","E00047863",119,112,0,2,5,0
"E00047864","E00047864",97,33,0,52,5,7
"E00047865","E00047865",121,117,0,1,3,0
"E00047866","E00047866",131,104,0,3,22,2
"E00047867","E00047867",140,99,4,11,25,1
"E00047868","E00047868",128,111,0,1,14,2
"E00047869","E00047869",142,18,7,108,3,6
"E00047870","E00047870",120,83,0,1,35,1
"E00047871","E00047871",141,69,1,63,7,1
"E00047872","E00047872",133,80,0,42,10,1
"E00047873","E00047873",129,114,1,3,11,0
"E00047874","E00047874",120,88,1,23,6,2
"E00047875","E00047875",139,67,0,55,14,3
"E00047876","E00047876",124,91,0,28,3,2
"E00047877","E00047877",124,50,2,64,8,0
"E00047878","E00047878",117,66,1,39,8,3
"E00047879","E00047879",223,116,1,5,94,7
"E00047880","E00047880",140,96,0,1,43,0
"E00047881","E00047881",182,151,0,2,28,1
"E00047882","E00047882",133,100,1,9,19,4
"E00047883","E00047883",125,75,0,38,10,2
"E00047884","E00047884",128,84,1,33,9,1
"E00047885","E00047885",115,65,1,38,8,3
"E00047886","E00047886",117,67,1,38,5,6
"E00047887","E00047887",124,94,0,13,17,0
"E00047888","E00047888",137,119,0,2,16,0
"E00047890","E00047890",124,118,0,1,5,0
"E00047891","E00047891",135,123,0,1,9,2
"E00047892","E00047892",124,119,0,1,4,0
"E00047893","E00047893",135,126,0,2,7,0
"E00047894","E00047894",128,112,0,0,12,4
"E00047895","E00047895",135,126,1,0,7,1
"E00047896","E00047896",129,124,0,0,4,1
"E00047897","E00047897",119,104,0,5,10,0
"E00047898","E00047898",132,102,0,1,23,6
"E00047899","E00047899",132,129,0,0,3,0
"E00047900","E00047900",126,121,0,0,2,3
"E00047901","E00047901",119,104,1,1,9,4
"E00047902","E00047902",119,115,0,2,2,0
"E00047903","E00047903",118,109,0,3,6,0
"E00047904","E00047904",131,124,0,1,6,0
"E00047905","E00047905",140,28,0,100,9,3
"E00047906","E00047906",91,75,0,1,13,2
"E00047907","E00047907",129,99,0,1,28,1
"E00047908","E00047908",134,122,1,1,10,0
"E00047909","E00047909",129,119,0,1,9,0
"E00047910","E00047910",140,136,0,1,2,1
"E00047911","E00047911",129,126,1,1,1,0
"E00047912","E00047912",132,116,0,3,13,0
"E00047913","E00047913",133,92,0,1,40,0
"E00047914","E00047914",123,101,0,2,19,1
"E00047915","E00047915",189,131,0,8,49,1
"E00047916","E00047916",120,113,1,3,2,1
"E00047917","E00047917",146,113,4,0,29,0
"E00047918","E00047918",102,94,1,1,6,0
"E00047919","E00047919",126,118,0,2,5,1
"E00047920","E00047920",156,107,0,1,46,2
"E00047921","E00047921",134,115,0,2,17,0
"E00047922","E00047922",123,57,1,42,20,3
"E00047923","E00047923",112,33,0,45,28,6
"E00047924","E00047924",129,118,0,6,4,1
"E00047925","E00047925",129,97,2,15,14,1
"E00047926","E00047926",130,108,1,11,8,2
"E00047927","E00047927",142,123,0,2,17,0
"E00047928","E00047928",132,121,0,2,9,0
"E00047929","E00047929",125,119,1,1,4,0
"E00047930","E00047930",134,130,0,1,3,0
"E00047931","E00047931",102,98,0,0,4,0
"E00047932","E00047932",142,126,0,2,14,0
"E00047933","E00047933",135,111,0,13,10,1
"E00047934","E00047934",122,120,0,1,1,0
"E00047935","E00047935",130,126,0,2,2,0
"E00047936","E00047936",138,131,0,1,4,2
"E00047937","E00047937",129,123,0,0,6,0
"E00047938","E00047938",145,119,0,9,15,2
"E00047939","E00047939",137,120,0,0,12,5
"E00047940","E00047940",152,120,0,1,29,2
"E00047941","E00047941",149,73,0,57,17,2
"E00047942","E00047942",158,95,0,2,58,3
"E00047943","E00047943",114,108,0,0,3,3
"E00047944","E00047944",127,111,0,1,13,2
"E00047945","E00047945",125,121,0,0,4,0
"E00047946","E00047946",123,98,0,17,7,1
"E00047947","E00047947",114,92,0,0,22,0
"E00047948","E00047948",118,114,0,0,4,0
"E00047949","E00047949",134,94,0,28,8,4
"E00047950","E00047950",74,41,4,6,23,0
"E00047951","E00047951",127,121,0,0,4,2
"E00047952","E00047952",115,104,0,1,9,1
"E00047953","E00047953",129,115,0,2,10,2
"E00047954","E00047954",143,61,0,38,41,3
"E00047955","E00047955",120,117,0,0,3,0
"E00047956","E00047956",129,79,9,2,39,0
"E00047957","E00047957",135,81,0,5,49,0
"E00047958","E00047958",143,102,0,6,35,0
"E00047959","E00047959",135,75,2,21,36,1
"E00047960","E00047960",145,69,4,26,41,5
"E00047961","E00047961",122,98,0,1,23,0
"E00047962","E00047962",128,122,0,0,5,1
"E00047963","E00047963",130,44,7,44,35,0
"E00047964","E00047964",136,130,0,0,6,0
"E00047965","E00047965",128,40,0,77,8,3
"E00047966","E00047966",121,117,0,0,3,1
"E00047967","E00047967",167,69,21,31,46,0
"E00047968","E00047968",142,92,0,6,44,0
"E00047969","E00047969",125,106,1,0,15,3
"E00047970","E00047970",136,124,1,1,9,1
"E00047971","E00047971",129,116,0,11,1,1
"E00047972","E00047972",112,107,0,0,5,0
"E00047973","E00047973",123,120,0,0,3,0
"E00047974","E00047974",104,103,0,0,1,0
"E00047975","E00047975",89,68,0,1,17,3
"E00047976","E00047976",113,102,1,2,6,2
"E00047977","E00047977",112,110,0,0,2,0
"E00047978","E00047978",123,108,0,2,13,0
"E00047979","E00047979",123,112,0,6,5,0
"E00047980","E00047980",122,114,0,1,7,0
"E00047981","E00047981",132,72,0,38,18,4
"E00047982","E00047982",127,66,2,36,22,1
"E00047983","E00047983",148,79,0,38,27,4
"E00047984","E00047984",139,99,3,11,23,3
"E00047985","E00047985",145,65,0,56,18,6
"E00047986","E00047986",144,94,0,16,29,5
"E00047987","E00047987",148,78,0,34,33,3
"E00047988","E00047988",138,85,0,32,20,1
"E00047989","E00047989",166,76,0,51,37,2
"E00047990","E00047990",144,91,0,26,25,2
"E00047991","E00047991",131,80,2,35,12,2
"E00047992","E00047992",118,20,0,78,15,5
"E00047993","E00047993",127,42,4,59,19,3
"E00047994","E00047994",138,70,1,45,21,1
"E00047995","E00047995",156,40,1,93,22,0
"E00047996","E00047996",136,71,2,30,30,3
"E00047997","E00047997",130,3,0,119,5,3
"E00047998","E00047998",132,32,1,74,22,3
"E00047999","E00047999",126,91,2,9,21,3
"E00048001","E00048001",139,6,4,119,4,6
"E00048002","E00048002",132,123,0,2,7,0
"E00048003","E00048003",107,22,2,50,23,10
"E00048004","E00048004",143,102,3,5,32,1
"E00048005","E00048005",127,89,0,5,27,6
"E00048006","E00048006",114,70,0,25,17,2
"E00048007","E00048007",137,76,0,30,25,6
"E00048008","E00048008",121,48,0,51,21,1
"E00048009","E00048009",155,89,0,12,53,1
"E00048010","E00048010",142,95,0,14,33,0
"E00048011","E00048011",146,79,2,15,46,4
"E00048012","E00048012",124,49,2,45,20,8
"E00048013","E00048013",103,26,0,69,6,2
"E00048014","E00048014",116,82,0,6,22,6
"E00048015","E00048015",120,73,0,21,25,1
"E00048016","E00048016",147,93,0,13,41,0
"E00048017","E00048017",142,114,0,2,25,1
"E00048018","E00048018",157,92,3,14,44,4
"E00048019","E00048019",116,71,0,21,22,2
"E00048020","E00048020",129,52,1,38,36,2
"E00048021","E00048021",101,57,1,14,26,3
"E00048022","E00048022",156,101,0,13,40,2
"E00048023","E00048023",121,57,0,23,36,5
"E00048024","E00048024",149,68,0,45,35,1
"E00048025","E00048025",136,65,0,30,30,11
"E00048026","E00048026",125,78,0,23,20,4
"E00048028","E00048028",131,85,0,26,16,4
"E00048029","E00048029",146,107,0,0,33,6
"E00048030","E00048030",121,40,1,65,14,1
"E00048031","E00048031",136,73,0,31,29,3
"E00048032","E00048032",170,102,0,34,30,4
"E00048033","E00048033",106,34,0,59,11,2
"E00048034","E00048034",98,57,0,14,22,5
"E00048035","E00048035",126,76,0,22,24,4
"E00048036","E00048036",133,74,0,19,29,11
"E00048037","E00048037",133,109,0,2,22,0
"E00048038","E00048038",162,92,0,43,20,7
"E00048039","E00048039",162,2,0,155,1,4
"E00048040","E00048040",133,10,1,112,7,3
"E00048041","E00048041",167,91,0,13,56,7
"E00048042","E00048042",142,80,0,21,41,0
"E00048043","E00048043",123,63,0,36,22,2
"E00048044","E00048044",126,54,0,57,15,0
"E00048045","E00048045",130,66,1,27,34,2
"E00048046","E00048046",191,94,3,64,22,8
"E00048047","E00048047",148,72,0,49,24,3
"E00048048","E00048048",145,43,0,68,27,7
"E00048049","E00048049",107,61,0,30,13,3
"E00048050","E00048050",118,57,0,36,21,4
"E00048051","E00048051",106,59,1,36,9,1
"E00048052","E00048052",106,54,0,43,6,3
"E00048053","E00048053",114,60,2,35,14,3
"E00048054","E00048054",156,70,1,50,30,5
"E00048055","E00048055",140,81,0,34,24,1
"E00048056","E00048056",185,79,0,62,35,9
"E00048057","E00048057",119,56,0,50,13,0
"E00048058","E00048058",131,113,1,2,11,4
"E00048059","E00048059",120,45,0,61,11,3
"E00048060","E00048060",111,6,0,95,8,2
"E00048061","E00048061",100,22,0,69,6,3
"E00048062","E00048062",157,7,0,125,22,3
"E00048063","E00048063",114,28,6,42,33,5
"E00048064","E00048064",135,11,0,110,11,3
"E00048065","E00048065",132,117,0,7,8,0
"E00048066","E00048066",66,16,1,48,0,1
"E00048067","E00048067",99,32,12,47,4,4
"E00048068","E00048068",105,52,0,40,9,4
"E00048069","E00048069",121,110,2,0,9,0
"E00048070","E00048070",118,7,1,96,10,4
"E00048071","E00048071",139,126,0,4,8,1
"E00048072","E00048072",71,27,9,5,30,0
"E00048073","E00048073",176,59,2,45,68,2
"E00048074","E00048074",124,104,1,13,6,0
"E00048075","E00048075",131,122,0,1,8,0
"E00048076","E00048076",124,64,0,48,12,0
"E00048077","E00048077",133,4,0,122,4,3
"E00048078","E00048078",121,86,0,29,5,1
"E00048079","E00048079",135,123,0,4,7,1
"E00048080","E00048080",136,51,14,55,15,1
"E00048081","E00048081",108,90,0,4,11,3
"E00048082","E00048082",159,69,23,37,30,0
"E00048083","E00048083",132,92,1,22,17,0
"E00048084","E00048084",177,128,0,26,21,2
"E00048085","E00048085",119,57,0,44,17,1
"E00048086","E00048086",103,50,0,37,14,2
"E00048087","E00048087",116,67,0,30,14,5
"E00048088","E00048088",109,43,0,54,10,2
"E00048089","E00048089",121,46,2,58,14,1
"E00048090","E00048090",124,78,0,23,21,2
"E00048091","E00048091",172,94,13,49,14,2
"E00048092","E00048092",151,77,0,62,10,2
"E00048093","E00048093",113,67,0,42,4,0
"E00048094","E00048094",113,70,0,34,7,2
"E00048095","E00048095",119,92,1,9,14,3
"E00048096","E00048096",147,31,6,98,10,2
"E00048097","E00048097",117,26,0,77,12,2
"E00048098","E00048098",131,64,0,52,9,6
"E00048099","E00048099",123,65,0,41,12,5
"E00048100","E00048100",123,54,1,53,14,1
"E00048101","E00048101",155,49,27,70,9,0
"E00048102","E00048102",111,62,0,33,11,5
"E00048103","E00048103",108,65,0,29,11,3
"E00048104","E00048104",149,42,1,53,48,5
"E00048105","E00048105",106,60,0,32,12,2
"E00048106","E00048106",133,52,1,61,14,5
"E00048107","E00048107",115,58,1,39,15,2
"E00048108","E00048108",131,74,3,36,15,3
"E00048109","E00048109",127,70,0,47,10,0
"E00048110","E00048110",135,74,2,41,14,4
"E00048111","E00048111",122,66,1,35,16,4
"E00048112","E00048112",121,73,0,27,18,3
"E00048113","E00048113",122,67,0,34,19,2
"E00048114","E00048114",134,62,1,55,14,2
"E00048115","E00048115",136,67,0,49,17,3
"E00048116","E00048116",125,117,0,3,5,0
"E00048117","E00048117",126,47,0,64,14,1
"E00048118","E00048118",132,125,0,2,5,0
"E00048119","E00048119",132,42,0,71,17,2
"E00048120","E00048120",125,39,0,71,14,1
"E00048121","E00048121",123,96,0,20,7,0
"E00048122","E00048122",148,73,0,51,21,3
"E00048123","E00048123",115,65,0,28,22,0
"E00048124","E00048124",136,6,0,117,11,2
"E00048125","E00048125",131,6,0,111,11,3
"E00048126","E00048126",139,17,0,106,13,3
"E00048127","E00048127",151,75,1,58,14,3
"E00048128","E00048128",128,113,1,3,11,0
"E00048129","E00048129",130,42,0,75,7,6
"E00048130","E00048130",133,70,0,40,18,5
"E00048131","E00048131",137,102,3,11,19,2
"E00048132","E00048132",113,98,0,3,10,2
"E00048133","E00048133",115,83,0,17,15,0
"E00048134","E00048134",135,60,0,65,10,0
"E00048135","E00048135",133,67,0,39,22,5
"E00048136","E00048136",111,51,0,5,54,1
"E00048137","E00048137",125,77,0,30,16,2
"E00048138","E00048138",124,42,1,46,35,0
"E00048139","E00048139",117,69,1,21,21,5
"E00048140","E00048140",141,89,5,17,27,3
"E00048141","E00048141",126,74,0,30,21,1
"E00048142","E00048142",125,73,0,31,21,0
"E00048143","E00048143",110,55,0,44,9,2
"E00048144","E00048144",133,76,1,42,12,2
"E00048146","E00048146",117,58,0,42,17,0
"E00048147","E00048147",117,56,0,38,19,4
"E00048148","E00048148",123,75,0,32,13,3
"E00048149","E00048149",131,83,0,32,15,1
"E00048150","E00048150",152,108,0,24,20,0
"E00048152","E00048152",115,101,0,3,10,1
"E00048153","E00048153",121,63,0,42,13,3
"E00048154","E00048154",113,93,1,3,14,2
"E00048155","E00048155",123,76,1,29,14,3
"E00048156","E00048156",124,57,0,47,19,1
"E00048157","E00048157",117,76,3,20,16,2
"E00048158","E00048158",135,107,0,3,24,1
"E00048159","E00048159",131,65,1,44,14,7
"E00048161","E00048161",130,98,1,20,8,3
"E00048162","E00048162",166,72,0,72,18,4
"E00048163","E00048163",119,79,0,23,17,0
"E00048164","E00048164",137,65,0,53,16,3
"E00048165","E00048165",128,56,0,56,14,2
"E00048166","E00048166",133,94,0,25,14,0
"E00048167","E00048167",115,69,1,26,19,0
"E00048168","E00048168",116,110,0,1,5,0
"E00048169","E00048169",138,101,0,28,7,2
"E00048170","E00048170",129,88,1,31,5,4
"E00048171","E00048171",123,113,0,1,7,2
"E00048172","E00048172",117,107,0,4,6,0
"E00048173","E00048173",139,126,0,2,10,1
"E00048174","E00048174",118,105,2,1,9,1
"E00048175","E00048175",124,104,0,2,18,0
"E00048176","E00048176",109,78,1,0,29,1
"E00048177","E00048177",122,88,0,2,31,1
"E00048178","E00048178",111,108,0,1,2,0
"E00048179","E00048179",129,97,0,8,21,3
"E00048180","E00048180",120,102,0,1,17,0
"E00048181","E00048181",106,101,0,1,4,0
"E00048182","E00048182",115,104,0,1,10,0
"E00048183","E00048183",120,111,0,3,5,1
"E00048184","E00048184",128,111,0,5,10,2
